no	ilk_gecis_dosya	ilk_gecis_satir	toplam_gecis	baglam	tarih_ipucu	supersede_sinyali	uygulanmama_sinyali	karar_adayi	notes_gecis
128	ocak-kronoloji.md	1727	3	- **KARAR 128:** Brief F resmen kapanış — 5/5 form round-trip yeşil + 9 commit zinciri + Test 5 (Anadolu) tamam (Bölüm A.31)	## Sohbet #31 öncesi — Sohbet B 2. ayak (26 Mayıs 2026 — Otuzuncu Oturum, Brief F resmen kapanış 5/5 form yeşil)	0	0	0	0
129	ocak-kronoloji.md	1728	2	- **KARAR 129:** Tepe band Brief G'ye devreden borç — kod tarafında bg zinciri kusursuz, algısal effect hipotezi, 5-nokta sistematik inspect raporu `.cla	## Sohbet #31 öncesi — Sohbet B 2. ayak (26 Mayıs 2026 — Otuzuncu Oturum, Brief F resmen kapanış 5/5 form yeşil)	0	0	0	4
130	ocak-kronoloji.md	1729	19	- **KARAR 130:** Başvuru formu deseni unification lansman sonrası ilk hafta paketine — /acik-kapi → `/acik-kapi/kayit` + /cember → `/cember/basvuru` Anad	## Sohbet #31 öncesi — Sohbet B 2. ayak (26 Mayıs 2026 — Otuzuncu Oturum, Brief F resmen kapanış 5/5 form yeşil)	0	0	0	2
131	ocak-kronoloji.md	1730	9	- **KARAR 131:** Safari Hero glow banding lansman sonrası — Safari radial-gradient engine kısıtı	## Sohbet #31 öncesi — Sohbet B 2. ayak (26 Mayıs 2026 — Otuzuncu Oturum, Brief F resmen kapanış 5/5 form yeşil)	0	0	0	1
132	ocak-kronoloji.md	1731	5	- **KARAR 132:** CC auto update fail + npm permission ops işi lansman sonrası	## Sohbet #31 öncesi — Sohbet B 2. ayak (26 Mayıs 2026 — Otuzuncu Oturum, Brief F resmen kapanış 5/5 form yeşil)	0	0	0	0
133	ocak-kronoloji.md	2124	8	x (1 commit) → Brief G.3 (4 commit) → Brief G.4 (6 commit). KARAR 133-141 yeni kararlar.	## Sohbet #31 (27 Mayıs 2026 — Otuz Birinci Oturum, Brief G.1-G.4)	0	0	0	0
134	ocak-kronoloji.md	2155	3	**KARAR 134.** 4 commit, atmosfer.css ana darbe.	## Sohbet #31 (27 Mayıs 2026 — Otuz Birinci Oturum, Brief G.1-G.4)	0	0	0	0
135	ocak-kronoloji.md	2171	4	**KARAR 135.** Sohbet ortası mimari keşif.	## Sohbet #31 (27 Mayıs 2026 — Otuz Birinci Oturum, Brief G.1-G.4)	0	0	0	0
136	ocak-kronoloji.md	2215	3	**KARAR 136.** Tek-seferlik script ile Sayfalar DB property'sinden tüm Tasarım Notları çekildi.	## Sohbet #31 (27 Mayıs 2026 — Otuz Birinci Oturum, Brief G.1-G.4)	0	0	0	0
137	ocak-kronoloji.md	2194	11	**KARAR 137.** 4 commit, DOM kanıt ile derinleşme.	## Sohbet #31 (27 Mayıs 2026 — Otuz Birinci Oturum, Brief G.1-G.4)	0	0	0	2
138	ocak-kronoloji.md	2364	13	mit, DOM kanıt + maksimum specificity + `!important` kabul (KARAR 138).	## Sohbet #31 (27 Mayıs 2026 — Otuz Birinci Oturum, Brief G.1-G.4)	0	0	0	0
139	ocak-kronoloji.md	2410	4	- **KARAR 139:** Başvuru formu unification GENİŞLETİLDİ (KARAR 130 + seremoni + buluşma formatları)	## Sohbet #31 (27 Mayıs 2026 — Otuz Birinci Oturum, Brief G.1-G.4)	0	0	0	0
140	ocak-kronoloji.md	2364	4	**KARAR 140.** 6 commit, DOM kanıt + maksimum specificity + `!important` kabul (KARAR 138).	## Sohbet #31 (27 Mayıs 2026 — Otuz Birinci Oturum, Brief G.1-G.4)	0	0	0	0
141	ocak-kronoloji.md	2412	2	- **KARAR 141:** Brief G.4 sonrası lansman öncesi kalan iş haritası — Brief H + Brief I + sohbet sonu açık item'lar (v0 etiketli 8 madde)	## Sohbet #31 (27 Mayıs 2026 — Otuz Birinci Oturum, Brief G.1-G.4)	0	0	0	0
142	ocak-kronoloji.md	2434	14	**KARAR 142:** Brief H — /takvim sticky + shortcut + SSS h2 ortalı + KVKK bullet nefes + tokens.css `--nav-height` mimari hizalama + global.css `scroll	## Sohbet #31 (27 Mayıs 2026 — Otuz Birinci Oturum, Brief G.1-G.4)	0	0	0	0
143	ocak-kronoloji.md	2435	5	- **KARAR 143:** /test sayfası ODA_MAP'e eklendi (Kaan format referansı, KARAR 87 disiplinli tatbiki, lansman public/private kararı Brief I robots.txt)	## Sohbet #31 (27 Mayıs 2026 — Otuz Birinci Oturum, Brief G.1-G.4)	0	0	0	0
144	ocak-kronoloji.md	2436	7	- **KARAR 144:** Lansman sonrası ilk hafta paketine 3 yeni madde — /takvim kart küçültme + tipografi kalibrasyon (KARAR 138 CSS refactor turu) + /sen-ner	## Sohbet #31 (27 Mayıs 2026 — Otuz Birinci Oturum, Brief G.1-G.4)	0	0	0	0
145	ocak-kronoloji.md	12	29	bir parçasıdır (KARAR 397, 28 Temmuz 2026 — eski üçlü yapı KARAR 145'in devamı):		0	0	0	0
146	ocak-kronoloji.md	2790	12	- **KARAR 146:** Brief I.1 — GTM container iskeleti TAM	## Sohbet #33 (27 Mayıs 2026 — Otuz Üçüncü Oturum, Brief I.1 + I.2 + I.3 TAM + LANSMAN PLAN B sessiz canlı)	1	0	0	0
147	ocak-kronoloji.md	2791	8	- **KARAR 147:** Brief I.2 — robots.txt + sitemap + Layout noindex prop mimari sapması TAM	## Sohbet #33 (27 Mayıs 2026 — Otuz Üçüncü Oturum, Brief I.1 + I.2 + I.3 TAM + LANSMAN PLAN B sessiz canlı)	0	1	0	0
148	ocak-kronoloji.md	2792	3	- **KARAR 148:** Brief I.3 — SonrakiBulusma kategori defansı + lib refactor sapması TAM (test 28 → 32, #26 borç kapandı)	## Sohbet #33 (27 Mayıs 2026 — Otuz Üçüncü Oturum, Brief I.1 + I.2 + I.3 TAM + LANSMAN PLAN B sessiz canlı)	0	0	0	0
149	ocak-kronoloji.md	2793	38	- **KARAR 149:** LANSMAN PLAN B — sessizce canlı. Vercel CLI `vercel --prod=false --force` flag ihmal etti, www.ocak.biz + ocak.biz apex astro-iskelet br	## Sohbet #33 (27 Mayıs 2026 — Otuz Üçüncü Oturum, Brief I.1 + I.2 + I.3 TAM + LANSMAN PLAN B sessiz canlı)	0	1	0	1
150	ocak-kronoloji.md	1962	62	**→ Statü güncellemesi (28 Mayıs 2026, KARAR 150 #34B sonrası):** "Tepedeki navigator altındaki taşan renk" Brief G'de "algısal effect" diye kuyruğa atılmıştı. Brief L pixel kanıtı çürüttü	## Sohbet #31 öncesi — Sohbet B 2. ayak (26 Mayıs 2026 — Otuzuncu Oturum, Brief F resmen kapanış 5/5 form yeşil)	1	0	0	9
151	ocak-kronoloji.md	3021	22	- **KARAR 151:** Form-anchor success state persistence bug (lansman öncesi fix paketi)	## Sohbet #34 (28 Mayıs 2026 — Otuz Dördüncü Oturum, BİRLEŞİK #34A + #34B)	0	0	0	0
152	ocak-kronoloji.md	3022	24	- **KARAR 152:** Bot koruma katmanı (lansman öncesi honeypot, sonrası Turnstile)	## Sohbet #34 (28 Mayıs 2026 — Otuz Dördüncü Oturum, BİRLEŞİK #34A + #34B)	0	0	0	0
153	ocak-kronoloji.md	2981	14	ı"), ama framing düzeltildi (KARAR 102 ruhu). **→ Ek statü (KARAR 153 #34B sonrası):** `vercel promote` CLI davranışı kanıtlandı (yeni build tetikliyor, UI'ın "mevcut artifact alias" davranışından farklı). KAR	## Sohbet #33 (27 Mayıs 2026 — Otuz Üçüncü Oturum, Brief I.1 + I.2 + I.3 TAM + LANSMAN PLAN B sessiz canlı)	0	1	0	0
154	ocak-kronoloji.md	8	27	3 Haziran 2026, #36 — KARAR 196-222. v37 · 31 Mayıs, #35 — KARAR 154-195.)*		0	0	0	0
155	ocak-kronoloji.md	3256	3	**Sıralı setlerde slug semantik disiplini (KARAR 155):** Sıralı kanonik setlerde (eşikler 10, evreler 5, pillar 3) slug semantik tutulur, numara H2 içeriğinde yaşar:	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
156	ocak-kronoloji.md	3204	4	### Manifesto Section'ı Felsefi Disiplin (Sohbet #35, (KARAR 156))	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	1
157	ocak-kronoloji.md	3374	7	isiplini — Production Branch = main (KARAR 193, Sohbet #35; KARAR 157 ve KARAR 191 buraya bağlanır)	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
158	ocak-kronoloji.md	3290	5	### Tarih Dropdown + Dolu Statü + Boş Durum (Sohbet #35, (KARAR 158, 159, 160, 171))	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
159				DIZI-BOSLUGU		0	0	0	0
160				DIZI-BOSLUGU		0	0	0	0
161	ocak-kronoloji.md	3206	12	değil. (Teknik implementasyonu manifesto-vurgu section'ı, (KARAR 161), A.15'te.)	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
162	ocak-kronoloji.md	5244	1	- Instagram handle (`KARAR 162`): @ocak.life→@ocak.biz CC uygulama teyidi	## Sohbet #36 prep (1+ Haziran 2026 — Otuz Altıncı Oturum Öncesi)	0	0	0	0
163	ocak-kronoloji.md	3212	6	### Notion-Marker-Driven Slot Kompozisyonu (Sohbet #35, (KARAR 163, 164))	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
164				DIZI-BOSLUGU		0	0	0	0
165	ocak-kronoloji.md	3214	2	ri etkinliği 0 ise tüm yaklaşan + DEFAULT_HEADING fallback (KARAR 165).	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
166	ocak-kronoloji.md	3334	2	### Kaan-Claude Sınır Disiplini (KARAR 166, Sohbet #35)	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
167	ocak-kronoloji.md	3200	2	Cormorant İtalik vs Roman Optik Metrik Farkı (Sohbet #35, (KARAR 167))	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
168	ocak-kronoloji.md	3298	8	### Astro Scoped CSS + set:html Uyumsuzluğu (Sohbet #35, (KARAR 168))	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
169	ocak-kronoloji.md	3294	1	ader + AtesMektuplariCTA Strateji Değişikliği (Sohbet #35, (KARAR 169, 170, 172))	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
170				DIZI-BOSLUGU		0	0	0	0
171				DIZI-BOSLUGU		0	0	0	0
172				DIZI-BOSLUGU		0	0	0	0
173	ocak-kronoloji.md	3282	5	### Form Validation Katmanı (Sohbet #35, (KARAR 173, 174))	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	1	0	0	0
174	ocak-kronoloji.md	3420	2	- **[KARAR 174] email Unicode reject:** ASCII kısıtı, 3 revize (regex syntax fail → v-flag escape → Punycode IDN edge kabul). Commits `df8db5b`+`4b79c40`(	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	1	0	0	0
175	ocak-kronoloji.md	3286	6	### Success State Scroll Hizalama (Sohbet #35, (KARAR 175))	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	1	0	0	0
176	ocak-kronoloji.md	3422	6	- **[KARAR 176] AtesMektuplari ember glyph:** Console `Glyph element: null` — success state'inde ember dot HTML'de yokmuş. Brief yazıldı (ember dot ekle +	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	1	0	0
177	ocak-kronoloji.md	3578	14	sohbet numara önermez.** Patch'teki "153" find-replace ile [KARAR 177]'ye düzeltilmeli. (2) Yanlış-varsayım erken yakalandı (filtre yok gerçeği). (3) Sandbox token kısıtı dürüstçe raporlandı. (4) Mimari patter	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	1	0	0
178	ocak-kronoloji.md	3216	5	### Şemsiye Sayfa UX Deseni İçeriğe Göre (Sohbet #35, (KARAR 178, 179))	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	1	0	0
179				DIZI-BOSLUGU		0	0	0	0
180	ocak-kronoloji.md	3338	1	### Specificity Savaşı Disiplini (KARAR 180, Sohbet #35)	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
181	ocak-kronoloji.md	3314	4	### GTM UI Tag Setup TAM (KARAR 181, Sohbet #35, Brief I lansman blocker kapanışı)	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
182	ocak-kronoloji.md	3318	1	### Yıl 1 Reklam Operasyonel Detayı (KARAR 182, Sohbet #35)	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
183	ocak-kronoloji.md	3296	3	te="email"` Ateş Mektupları input'ta eksik (küçük UX borç, (KARAR 183)).	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
184	ocak-kronoloji.md	3354	1	### Paralel/Fırsat Listesi Disiplin (KARAR 184, Sohbet #35)	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
185	ocak-kronoloji.md	3220	9	### Logo Easter Egg Davranış Katmanı (Sohbet #35, (KARAR 185, 186))	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	1	0	0	0
186	ocak-kronoloji.md	3530	11	brief hazır (`touch-action: manipulation` + `pointerdown`, [KARAR 186]), uygulanmadı. Commit + push (astro-iskelet) + deploy + gerçek iPhone teyit hepsi açık.	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	1	0	0
187	ocak-kronoloji.md	5	27	zoom-out koruması değil, kırpma en dış kapsayıcıda + clip, KARAR 187'nin yanına (kriter: fix görsel niyeti bozuyor mu), emüle mobil metrik gerçek cihazı temsil etmez — **İLKE mühürlendi, UYGULAMA YOK**: commi		1	1	0	2
188	ocak-kronoloji.md	3366	6	### Astro Tooling: astro check Tek Doğrulama (KARAR 188, Sohbet #35)	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	1	0	0	0
189	ocak-kronoloji.md	3342	1	### Inline SVG Ekleme Disiplini (KARAR 189, Sohbet #35 — KARAR 150 yayılım sigortası)	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
190	ocak-kronoloji.md	3346	2	### Route Precedence WARN Dökümantasyonu (KARAR 190, Sohbet #35)	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
191	ocak-kronoloji.md	3374	6	oduction Branch = main (KARAR 193, Sohbet #35; KARAR 157 ve KARAR 191 buraya bağlanır)	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
192	ocak-kronoloji.md	3370	3	### Vercel CLI Deploy Disiplini — KARAR 149 Docs Teyidi (KARAR 192, Sohbet #35)	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
193	ocak-kronoloji.md	3374	10	### Git İş Döngüsü Disiplini — Production Branch = main (KARAR 193, Sohbet #35; KARAR 157 ve KARAR 191 buraya bağlanır)	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
194	ocak-kronoloji.md	3306	11	### Honeypot Bot Koruma Katmanı (KARAR 194, Sohbet #35, KARAR 152 uygulaması)	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	1	0	0	2
195	ocak-kronoloji.md	3358	3	### Atomik Commit + Atomik Deploy (KARAR 195, Sohbet #35)	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
196	ocak-kronoloji.md	8	15	iran 2026, #37 — KARAR 223-250. v38 · 3 Haziran 2026, #36 — KARAR 196-222. v37 · 31 Mayıs, #35 — KARAR 154-195.)*		0	0	0	1
197	ocak-kronoloji.md	3665	4	ite-space:nowrap` + `font-size:clamp(.78rem,3.2vw,.95rem)` (KARAR 197). Tekrar kullanılabilir desen.	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	1
198	ocak-kronoloji.md	3655	8	R 210), `yolculuk-eksen` (kömürden aleve ısı-şeridi marker, KARAR 198), `evreler-intro` + 6× `evre-*` (Anadolu evre kartları, `EVRE_SECTIONS` whitelist + `transformEvre`, ESIK KARAR 154 paterni, KARAR 200), `k	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	5
199	ocak-kronoloji.md	3711	2	+ iletisim override main'de görüldü). **Isı rampası tokens (KARAR 199):** tokens.css'e `--isi-acilis … --isi-donus` + `--kor-cizgi`. DURUŞ=`--ember` (#C44B2F). Referans hex: AÇILIŞ #9a8a7a/#6b5d52 (kömür), İNİ	## Sohbet #36c (1-3 Haziran 2026 — yolculuk-eksen-ve-anadolu-haritasi)	0	0	0	2
200	ocak-kronoloji.md	3655	7	TIONS` whitelist + `transformEvre`, ESIK KARAR 154 paterni, KARAR 200), `kayit-cta` (slug'dan otomatik kayıt CTA, KARAR 218). Fragment marker'lar (kanonik sayıma girmez): `harita-anadolu`, `kanallar`. "compone	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	1
201	ocak-kronoloji.md	3713	5	rketip sunumu 4 varyant → Varyant C. **Lokasyon ayracı "·" (KARAR 201):** çift lokasyonlarda "+" yerine "·" (orta nokta) — "+" teknik/matematiksel, OCAK şiirsel diline yabancı; "·" tarih satırı ayracıyla tutar	## Sohbet #36c (1-3 Haziran 2026 — yolculuk-eksen-ve-anadolu-haritasi)	0	0	0	2
202	ocak-kronoloji.md	3730	5	**İşin akışı:** İki vurgu rengi ele alındı. **Inline ember (KARAR 202, CC geçici "199"):** Plugin'e (remark-ocak-sections) dokunmadan salt CSS — `section[data-section][class^="ocak-"] code` → `color: var(--emb	## Sohbet #36d (3 Haziran 2026 — inline-vurgu-amber-altin)	1	0	0	1
203	ocak-kronoloji.md	3730	2	ıyor, sadece boyandı. **Çift-anlam çözümü → sayfa override (KARAR 203, Seçenek C):** Teknik rehber sayfaları (site-rehber, test) hariç tutuldu — `src/layouts/Layout.astro`'ya `<main data-page={pageSlug}>` ekle	## Sohbet #36d (3 Haziran 2026 — inline-vurgu-amber-altin)	0	0	0	1
204	ocak-kronoloji.md	3661	8	ĞİL. `--altin` token tokens.css'e tek-kaynak olarak alındı (KARAR 204, önceden hardcode `rgba(212,168,85,...)`).	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	1
205	ocak-kronoloji.md	3748	5	**İşin akışı:** Beş bağlantılı karar. **Form ayrı route'a (KARAR 205):** Form `/iletisim/bize-yaz` route'una taşındı (AnadoluBaşvuru deseni: ayrı route + Hero + form + success state + scroll-to-success KARAR	## Sohbet #36e (1 Haziran 2026 — iletisim-form-tasima-uc-kapi-footer-temas)	0	0	0	5
206	ocak-kronoloji.md	3748	2	opdown 4 seçenek + form-anchor kaldırma + Üç Kapı Notion'a (KARAR 206):** Yeni dropdown (placeholder "Ne hakkında yazıyorsun?"): İlk kez geliyorum / Bir buluşma sorusu / Bir teklifim var / Sadece selam. "Çembe	## Sohbet #36e (1 Haziran 2026 — iletisim-form-tasima-uc-kapi-footer-temas)	0	0	0	1
207	ocak-kronoloji.md	3748	2	en oda='İletişim' alıyor. **Kanal kartları tasarım sistemi (KARAR 207):** Üç simetrik kart (köz nokta glyph → etiket → Cormorant italik başlık → köz orta katman → uzun yazı). Orta katmanlar: Bize Yaz "Form" (o	## Sohbet #36e (1 Haziran 2026 — iletisim-form-tasima-uc-kapi-footer-temas)	0	0	0	1
208	ocak-kronoloji.md	3661	3	n başlıkları YOL/OCAK/TEMAS) "ikincil vurgu" rolünde kalır (KARAR 208). Marka v1.2 satır 194'teki mevcut "ikincil vurgu" tanımının operasyonel disiplini — marka çekirdeği değişikliği DEĞİL. `--altin` token tok	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	6
209	ocak-kronoloji.md	3748	2	im paleti: kömür + köz + krem/gri. **Footer TEMAS saf menü (KARAR 209):** TEMAS üç "git" linki (İletişim→/iletisim / Instagram→instagram.com/ocak.biz / WhatsApp→wa.me). selam@ocak.biz kaldırıldı (mail, menü öğ	## Sohbet #36e (1 Haziran 2026 — iletisim-form-tasima-uc-kapi-footer-temas)	0	0	0	2
210	ocak-kronoloji.md	3655	12	ic-ses` (glyphsiz krem akan-içi nefes, `clamp 1.25-1.5rem`, KARAR 210), `yolculuk-eksen` (kömürden aleve ısı-şeridi marker, KARAR 198), `evreler-intro` + 6× `evre-*` (Anadolu evre kartları, `EVRE_SECTIONS` whi	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	2
211	ocak-kronoloji.md	3766	3	and doc'ta netleştirildi. **Footer sabit manifesto cümlesi (KARAR 211):** KARAR 161-162 TERSİNE ÇEVRİLMEDİ — iki ayrı katman: `manifesto-vurgu` (sayfa-içi, yalnız bazı sayfalar, köz glyph + krem italik ağırlık	## Sohbet #36f (31 Mayıs – 1 Haziran 2026 — ic-ses-section-plus-footer-manifesto)	0	0	0	0
212	ocak-kronoloji.md	3787	6	— mimari keşif gereksiz işi baştan eledi. **Floating buton (KARAR 212, CC geçici "208"):** Yeni `src/components/WhatsappYuzen.astro` Layout.astro'ya tek satırla eklendi — 29 sayfada görünür (inventory > spec K	## Sohbet #36g (3 Haziran 2026 — whatsapp-yuzen-buton)	0	0	0	0
213	ocak-kronoloji.md	3787	3	line glyph gömüldü. **Numara tek sabit kaynak + target/rel (KARAR 213, CC geçici "209"):** `/iletisim` linki hem placeholder hem yanlış formatlı (`wa.me/05325555226` — wa.me uluslararası format ister, Türk yer	## Sohbet #36g (3 Haziran 2026 — whatsapp-yuzen-buton)	0	0	0	0
214	ocak-kronoloji.md	3807	8	kayıt sistemi 7 brief zinciriyle kuruldu. **Kayıt mimarisi (KARAR 214, CC "202"):** Her format `/[format]/kayit` ayrı route, tek `KayitFormu.astro` 6 formatı besler (slug'dan format çözer). Tarih + ücret + Kay	## Sohbet #36h (2-3 Haziran 2026 — odemeli-kayit-formlari-vercel-backend)	0	0	0	0
215	ocak-kronoloji.md	3807	3	ektuplariCTA korundu (kayıt sayfası yok). **Form esnekliği (KARAR 215, CC "203"):** İletişim alanları (ad/email/telefon/şehir/kanal) + KVKK + ödeme bloğu KODDA SABİT. "Niyet" soruları Notion `Kayıt Soruları` (	## Sohbet #36h (2-3 Haziran 2026 — odemeli-kayit-formlari-vercel-backend)	0	0	0	0
216	ocak-kronoloji.md	3657	5	ort eder. Yeni: `submitKayit()` backend-agnostik tek hedef (KARAR 216). wa.me format kuralı: uluslararası format (ülke kodu + baştaki 0 düşer); Türk yerel formatı (`05...`) geçersiz.	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
217	ocak-kronoloji.md	3807	5	stik (tek hedef, ileride migration tek satır). **Ödeme ucu (KARAR 217, CC "204"):** Bugün havale/EFT — form başvuruyu alır, Notion Ödeme Durumu=Bekliyor, success ekranı havale bilgisi (IBAN/ad env'den) + refer	## Sohbet #36h (2-3 Haziran 2026 — odemeli-kayit-formlari-vercel-backend)	0	0	0	0
218	ocak-kronoloji.md	3655	9	erni, KARAR 200), `kayit-cta` (slug'dan otomatik kayıt CTA, KARAR 218). Fragment marker'lar (kanonik sayıma girmez): `harita-anadolu`, `kanallar`. "component-render 5 ≠ plugin-transform N" sayım ayrımı CC plug	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	1	0	0	0
219	ocak-kronoloji.md	3807	4	veNotionPageLinks kardeşi). **Yol C otomatik katılım linki (KARAR 219, CC "208"):** Kayıt anında etkinliğin `Katılım Linki`'ni (Notion Etkinlikler DB, YENİ rich_text — `Konum Detay`'a DOKUNULMADI) oku → Mailer	## Sohbet #36h (2-3 Haziran 2026 — odemeli-kayit-formlari-vercel-backend)	0	0	0	0
220	ocak-kronoloji.md	3807	2	yonu atar (Kaan kuracak). **Katılım linki ödemeli'de gizli (KARAR 220):** `odeme.gerekli===true` ise success'te link/adres GİZLİ — referans no + havale bilgisi; link ödeme alınınca gider. Ödemesiz dalda hemen	## Sohbet #36h (2-3 Haziran 2026 — odemeli-kayit-formlari-vercel-backend)	0	0	0	0
221	ocak-kronoloji.md	3807	4	Ödemesiz dalda hemen görünür. **Referans no + success copy (KARAR 221, CC "205+210"):** `OCAK-XXXXX` (5 haneli rastgele 10000-99999, çakışma kontrolü YOK — düşük hacim), Başvurular DB `Referans No` (rich_text,	## Sohbet #36h (2-3 Haziran 2026 — odemeli-kayit-formlari-vercel-backend)	0	0	0	0
222	ocak-kronoloji.md	3663	6	(KARAR 90). Bot prompt yönetimi Notion CMS (BotZ platform, KARAR 222): n8n tek workflow, telefon→profil, sayfa-bazlı prompt, OCAK için Etkinlikler+SSS DB okuma, prompt caching, hata yakalama.	# 31 Mayıs 2026 · 14 paralel sohbet konsolidasyonu	0	0	0	0
223	ocak-kronoloji.md	8	8	6, #38 dönemi — KARAR 251-276. v39 · 14 Haziran 2026, #37 — KARAR 223-250. v38 · 3 Haziran 2026, #36 — KARAR 196-222. v37 · 31 Mayıs, #35 — KARAR 154-195.)*		0	0	0	0
224	ocak-kronoloji.md	3893	1	est yeşil, build 0 error. main'e squash merge (`c3bcdd5`). [KARAR 224]	### Sohbet #37 — appscript-olum-zoom-otomasyon (2026-06-05)	0	0	0	0
225	ocak-kronoloji.md	3894	1	teyit etti kod additive, sorun ML panel otomasyonu (açık). [KARAR 225]	### Sohbet #37 — appscript-olum-zoom-otomasyon (2026-06-05)	0	0	0	0
226	ocak-kronoloji.md	3859	3	arn). `src/lib/zoom.ts` + `src/pages/api/zoom-olustur.ts`. [KARAR 226, 227, 230, 231]	## Sohbet #36i (2 Haziran 2026 — botz-platform-notion-entegrasyon)	0	0	0	0
227	ocak-kronoloji.md	3897	1	canlı, gerçek Zoom odası yaratıldı, Notion'a link yazıldı. [KARAR 227]	### Sohbet #37 — appscript-olum-zoom-otomasyon (2026-06-05)	0	0	0	0
228	ocak-kronoloji.md	3862	4	(ISO→"21 Haziran 2026"). Tek mail, koşullu field (Yol 2). [KARAR 228, 229]	## Sohbet #36i (2 Haziran 2026 — botz-platform-notion-entegrasyon)	0	0	0	0
229	ocak-kronoloji.md	3898	3	açıldı, ML zoom_sifresi field açıldı) AMA CC'ye verilmedi. [KARAR 229, 230, 231]	### Sohbet #37 — appscript-olum-zoom-otomasyon (2026-06-05)	0	0	0	0
230	ocak-kronoloji.md	3918	2	l) test edilmiyordu, eski production kodu test ediliyordu. [KARAR 230]	### Sohbet #38 — zoom-saat-sifre-mailerlite-matris (5–6 Haziran 2026)	0	0	0	0
231	ocak-kronoloji.md	4142	3	m Başlangıç Saati` yazımı) DEĞİŞMEDİ** — makine-saat alanı (KARAR 231, 00:00 bug'ının kaynağı) display'den ayrıştı; içine aralık yazılırsa 00:00 bug'ı geri döner, bu yüzden iki kolon iki iş. **Seremoni görünür	# 2-3 Temmuz 2026 · 6 sohbet konsolidasyonu	0	0	0	0
232	ocak-kronoloji.md	3923	2	nup fırsatı reddedildi (esneklik kaybı + real data first). [KARAR 232]	### Sohbet #38 — zoom-saat-sifre-mailerlite-matris (5–6 Haziran 2026)	0	0	0	0
233	ocak-kronoloji.md	3866	4	a iyzico webhook için `security.checkOrigin:false` + imza. [KARAR 233, 234, 235, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250]	## Sohbet #36i (2 Haziran 2026 — botz-platform-notion-entegrasyon)	0	0	0	0
234	ocak-kronoloji.md	3958	3	u, koda sıfır bağlı. İki-kapı + Kayıtlar otoritesi kararı. [KARAR 234, 239]	### Sohbet #40 — odeme-akisi-kademe-aski-kurgu (6 Haziran 2026)	0	0	0	0
